OCR_count,audio_val,attention_score,interaction_rate,intent_label
12,2,84,9,studying
5000,2,100,200,studying
0,1,14,2,idle
8,2,88,46,studying
9,2,87,48,studying
12,2,74,33,studying
3,1,68,5,passive
46,2,79,43,studying
7,2,88,27,studying
27,2,73,45,studying
4,1,61,8,passive
2,0,36,0,idle
10,2,96,39,studying
4,1,55,9,passive
1,0,14,2,idle
1,1,65,4,passive
2,0,31,1,idle
3,1,60,2,passive
-5,1,50,5,passive
4,1,59,9,passive
4,1,41,8,passive
1,1,57,7,passive
16,2,96,33,studying
1,1,46,1,idle
4,1,45,7,passive
2,0,53,0,idle
0,1,26,1,idle
3,1,54,5,passive
37,2,68,28,studying
1,0,10,0,idle
1000,0,10,0,idle
4,1,41,3,passive
25,2,77,21,studying
0,0,48,2,idle
0,2,10,1,passive
0,0,0,0,idle
-5,1,50,5,passive
0,0,33,1,idle
35,2,90,8,studying
29,2,76,43,studying
5,1,63,4,passive
2,1,31,1,idle
2,1,42,3,passive
6,2,96,22,studying
0,0,20,100,passive
3,1,42,7,passive
0,0,20,100,passive
1000,0,10,0,idle
43,2,76,12,studying
50,2,78,16,studying
37,2,75,44,studying
9,2,81,46,studying
1,0,22,0,idle
1,0,46,0,idle
3,1,67,5,passive
15,2,69,24,studying
1,1,6,1,idle
9,2,61,25,studying
0,2,10,1,passive
45,2,63,12,studying
5,1,68,5,passive
0,0,48,0,idle
2,1,47,3,passive
2,1,55,2,idle
29,2,86,27,studying
2,1,10,0,idle
0,0,19,2,idle
0,0,36,1,idle
0,0,0,0,idle
0,0,17,1,idle
3,1,60,4,passive
1,1,55,0,idle
5,1,54,6,passive
4,1,64,6,passive
2,1,41,0,idle
34,2,85,28,studying
35,2,99,15,studying
1,1,40,7,passive
1,1,17,1,idle
-5,1,50,5,passive
0,0,34,1,idle
5,1,58,4,passive
1000,0,10,0,idle
4,1,52,9,passive
37,2,85,5,studying
1,1,46,1,idle
15,2,86,12,studying
4,1,42,3,passive
48,2,87,14,studying
0,2,10,1,passive
9,2,68,26,studying
48,2,79,16,studying
33,2,63,43,studying
38,2,95,5,studying
8,2,66,24,studying
0,0,12,0,idle
2,1,50,8,passive
0,0,0,0,idle
4,1,54,10,passive
5000,2,100,200,studying
5,1,40,9,passive
15,2,96,34,studying
1,0,45,0,idle
39,2,97,17,studying
0,0,31,1,idle
4,1,59,3,passive
19,2,88,24,studying
2,1,59,1,idle
0,2,10,1,passive
0,0,11,1,idle
0,0,20,100,passive
36,2,76,5,studying
0,2,10,1,passive
21,2,83,18,studying
1,0,32,0,idle
-5,1,50,5,passive
20,2,95,42,studying
43,2,91,34,studying
4,1,64,2,passive
3,1,65,5,passive
0,2,10,1,passive
8,2,71,41,studying
36,2,72,40,studying
3,1,62,6,passive
-5,1,50,5,passive
2,0,24,1,idle
2,1,3,1,idle
4,1,53,6,passive
28,2,71,31,studying
40,2,67,6,studying
0,0,0,0,idle
9,2,74,45,studying
2,1,500,5,studying
1,1,66,3,passive
0,0,0,0,idle
36,2,86,35,studying
2,1,41,0,idle
49,2,69,40,studying
47,2,95,39,studying
4,2,66,36,studying
1,1,44,3,passive
1,1,63,10,passive
19,2,68,35,studying
23,2,84,50,studying
0,1,2,2,idle
16,2,99,29,studying
2,0,13,0,idle
5,1,40,10,passive
1,1,52,2,idle
20,2,86,9,studying
5,1,43,10,passive
2,1,500,5,studying
2,1,51,4,passive
23,2,95,6,studying
3,2,91,15,studying
2,1,500,5,studying
0,1,50,1,idle
2,1,16,2,idle
25,2,99,40,studying
10,2,61,33,studying
0,1,50,0,idle
28,2,60,15,studying
47,2,65,12,studying
0,0,20,100,passive
0,1,44,2,idle
1000,0,10,0,idle
5000,2,100,200,studying
43,2,100,19,studying
39,2,84,12,studying
5,1,50,10,passive
22,2,93,38,studying
5,1,45,7,passive
0,2,10,1,passive
4,1,43,6,passive
0,0,0,0,idle
0,1,38,0,idle
-5,1,50,5,passive
1,1,58,5,passive
5,1,46,6,passive
0,0,4,1,idle
1,1,55,2,idle
2,1,68,6,passive
4,1,52,4,passive
4,1,53,4,passive
8,2,85,43,studying
0,0,29,1,idle
0,0,20,100,passive
0,2,10,1,passive
-5,1,50,5,passive
-5,1,50,5,passive
1000,0,10,0,idle
2,1,58,7,passive
1,1,44,7,passive
48,2,69,50,studying
36,2,66,6,studying
16,2,100,35,studying
37,2,66,6,studying
2,1,60,7,passive
41,2,61,50,studying
2,1,48,2,idle
24,2,89,47,studying
3,1,65,8,passive
23,2,70,31,studying
22,2,95,25,studying
0,0,32,0,idle
3,1,48,10,passive
4,1,50,8,passive
1,1,62,9,passive
0,0,20,100,passive
1,1,44,5,passive
0,1,28,2,idle
2,0,27,0,idle
1,1,19,0,idle
-5,1,50,5,passive
44,2,85,18,studying
25,2,82,47,studying
39,2,87,42,studying
2,1,3,2,idle
1,0,46,1,idle
43,2,67,10,studying
3,1,64,6,passive
1,1,51,6,passive
-5,1,50,5,passive
35,2,97,37,studying
5,1,55,4,passive
0,2,10,1,passive
2,1,55,5,passive
2,0,21,2,idle
47,2,94,32,studying
1,1,44,6,passive
0,0,0,0,idle
4,1,49,6,passive
2,0,25,2,idle
0,2,10,1,passive
3,1,59,9,passive
0,1,10,1,idle
1,1,52,0,idle
8,2,97,20,studying
0,1,10,0,idle
5,1,47,2,passive
2,1,8,2,idle
2,1,500,5,studying
2,1,49,2,passive
4,2,89,16,studying
1000,0,10,0,idle
2,1,20,0,idle
1000,0,10,0,idle
0,0,0,0,idle
2,1,500,5,studying
8,2,77,6,studying
0,0,60,2,idle
1,1,21,1,idle
4,1,51,5,passive
0,0,35,0,idle
41,2,98,13,studying
50,2,61,12,studying
3,1,53,9,passive
0,0,30,1,idle
1000,0,10,0,idle
6,2,83,15,studying
22,2,89,40,studying
45,2,62,33,studying
49,2,72,46,studying
1,0,13,2,idle
9,2,77,34,studying
25,2,76,41,studying
1000,0,10,0,idle
8,2,74,19,studying
5000,2,100,200,studying
2,1,500,5,studying
2,1,18,2,idle
2,1,56,3,passive
4,1,63,6,passive
1,1,42,3,passive
1,1,5,0,idle
-5,1,50,5,passive
1,1,57,4,passive
35,2,79,14,studying
5,1,47,6,passive
0,1,3,0,idle
5,1,62,9,passive
1,1,46,9,passive
42,2,83,11,studying
2,0,28,1,idle
35,2,99,43,studying
41,2,82,17,studying
1,0,40,0,idle
5000,2,100,200,studying
11,2,82,46,studying
3,1,47,3,passive
5,1,52,2,passive
49,2,69,18,studying
5,1,58,4,passive
0,0,25,2,idle
4,1,41,5,passive
2,1,500,5,studying
2,1,35,1,idle
2,1,52,2,idle
0,0,8,1,idle
35,2,97,9,studying
1,1,41,7,passive
1,1,55,2,passive
0,1,48,0,idle
0,0,14,2,idle
11,2,74,44,studying
-5,1,50,5,passive
1,1,59,0,idle
27,2,64,17,studying
20,2,88,19,studying
2,0,18,0,idle
5000,2,100,200,studying
0,2,10,1,passive
1000,0,10,0,idle
5,1,65,10,passive
0,0,7,1,idle
5,1,58,10,passive
3,1,58,3,passive
2,1,43,7,passive
1,1,58,3,passive
48,2,72,16,studying
1,1,17,2,idle
32,2,70,48,studying
40,2,61,28,studying
1,1,64,10,passive
1000,0,10,0,idle
4,1,60,4,passive
1000,0,10,0,idle
0,1,29,0,idle
2,1,54,7,passive
2,0,60,2,idle
47,2,72,22,studying
2,1,70,6,passive
0,1,38,0,idle
5,1,67,4,passive
2,1,17,2,idle
0,1,14,1,idle
4,1,45,7,passive
18,2,87,20,studying
5,1,65,2,passive
4,1,41,8,passive
4,1,68,6,passive
45,2,77,41,studying
0,1,56,0,idle
1,1,8,2,idle
2,1,500,5,studying
2,1,68,8,passive
5,2,95,29,studying
40,2,62,25,studying
3,1,42,10,passive
2,0,50,1,idle
1,1,27,2,idle
0,2,10,1,passive
1000,0,10,0,idle
19,2,88,9,studying
15,2,61,33,studying
36,2,76,48,studying
2,1,500,5,studying
2,1,7,2,idle
0,0,0,0,idle
4,2,94,9,studying
21,2,75,38,studying
0,2,10,1,passive
20,2,100,11,studying
3,1,70,4,passive
0,2,10,1,passive
5,1,64,4,passive
34,2,79,34,studying
1,0,13,0,idle
1,0,30,2,idle
3,2,64,30,studying
16,2,88,10,studying
36,2,69,24,studying
2,1,55,10,passive
1,1,61,4,passive
4,1,50,10,passive
1,1,45,7,passive
1000,0,10,0,idle
4,1,41,5,passive
4,2,86,37,studying
16,2,67,11,studying
1,0,35,0,idle
37,2,80,16,studying
44,2,76,36,studying
47,2,95,34,studying
2,0,37,2,idle
1,0,7,1,idle
10,2,61,39,studying
0,1,30,1,idle
4,1,68,10,passive
45,2,60,18,studying
1,1,29,1,idle
2,1,16,1,idle
35,2,70,45,studying
24,2,66,48,studying
1,0,48,0,idle
2,1,28,2,idle
23,2,71,12,studying
1,1,43,3,passive
0,0,59,1,idle
4,1,49,10,passive
5,2,79,30,studying
3,1,56,3,passive
2,1,45,5,passive
2,1,67,5,passive
31,2,88,29,studying
1,0,50,1,idle
0,0,36,2,idle
2,1,45,2,passive
11,2,94,22,studying
1,0,37,2,idle
27,2,61,38,studying
43,2,84,42,studying
1,0,30,0,idle
2,1,500,5,studying
29,2,93,27,studying
0,0,33,1,idle
11,2,79,48,studying
2,0,28,1,idle
0,0,20,100,passive
38,2,94,24,studying
2,1,51,2,passive
4,1,69,10,passive
1000,0,10,0,idle
15,2,80,20,studying
0,0,41,1,idle
23,2,66,7,studying
5000,2,100,200,studying
46,2,70,9,studying
0,0,5,0,idle
0,0,29,0,idle
4,1,48,4,passive
5,1,58,4,passive
5,1,64,9,passive
2,1,500,5,studying
10,2,97,40,studying
0,2,10,1,passive
48,2,70,49,studying
0,0,20,100,passive
1,1,46,10,passive
30,2,69,6,studying
5000,2,100,200,studying
24,2,93,6,studying
0,2,10,1,passive
32,2,81,29,studying
8,2,97,21,studying
44,2,60,7,studying
43,2,100,11,studying
37,2,65,21,studying
0,0,20,100,passive
0,2,10,1,passive
23,2,74,40,studying
2,1,48,0,idle
1,0,44,2,idle
0,0,40,1,idle
27,2,90,11,studying
5,2,74,49,studying
1,0,3,2,idle
2,1,63,8,passive
41,2,70,20,studying
10,2,73,14,studying
14,2,97,22,studying
5,1,56,2,passive
0,0,0,0,idle
2,1,47,5,passive
1,1,48,0,idle
2,1,57,6,passive
0,1,49,0,idle
-5,1,50,5,passive
0,0,20,100,passive
2,1,49,7,passive
32,2,87,9,studying
-5,1,50,5,passive
23,2,93,30,studying
24,2,61,18,studying
44,2,87,17,studying
0,0,0,0,idle
49,2,62,49,studying
5000,2,100,200,studying
5000,2,100,200,studying
0,0,32,1,idle
4,1,64,5,passive
3,2,77,33,studying
30,2,60,28,studying
43,2,91,16,studying
28,2,93,23,studying
48,2,68,37,studying
3,1,69,8,passive
1,1,58,2,passive
2,1,56,10,passive
23,2,84,15,studying
19,2,63,41,studying
0,0,0,0,idle
27,2,98,33,studying
28,2,72,45,studying
31,2,64,6,studying
4,1,51,3,passive
1,1,50,0,idle
1,1,49,7,passive
29,2,60,14,studying
4,1,57,5,passive
2,1,44,7,passive
2,1,11,2,idle
1,1,59,2,passive
1,1,66,10,passive
13,2,80,18,studying
32,2,63,9,studying
4,1,48,7,passive
0,0,41,1,idle
0,0,59,0,idle
2,1,64,10,passive
1,1,60,2,idle
-5,1,50,5,passive
5,1,58,8,passive
2,0,4,2,idle
0,1,15,0,idle
4,2,70,48,studying
13,2,74,16,studying
5,1,68,9,passive
29,2,84,35,studying
5,1,67,6,passive
2,1,57,5,passive
0,0,0,0,idle
1,1,24,1,idle
0,0,20,100,passive
23,2,95,46,studying
3,1,70,3,passive
-5,1,50,5,passive
5,1,43,9,passive
5,1,69,8,passive
41,2,71,21,studying
1,1,62,4,passive
4,1,54,9,passive
16,2,72,32,studying
7,2,83,17,studying
3,1,70,9,passive
0,0,0,0,idle
0,1,9,2,idle
1000,0,10,0,idle
-5,1,50,5,passive
49,2,61,9,studying
0,2,10,1,passive
2,1,41,5,passive
0,0,20,100,passive
24,2,62,24,studying
2,1,500,5,studying
5,2,97,44,studying
48,2,74,40,studying
2,1,14,1,idle
10,2,62,20,studying
5,2,70,29,studying
5,1,61,4,passive
0,1,33,0,idle
2,0,37,2,idle
2,0,1,2,idle
0,0,0,0,idle
1,1,53,2,passive
0,0,43,0,idle
10,2,97,37,studying
2,1,68,5,passive
0,0,0,0,idle
24,2,61,16,studying
15,2,69,17,studying
1,1,46,7,passive
45,2,93,15,studying
0,2,10,1,passive
2,0,55,1,idle
5,1,44,4,passive
1,1,63,6,passive
0,0,53,0,idle
31,2,70,28,studying
1,1,58,7,passive
18,2,77,46,studying
22,2,70,47,studying
4,1,62,10,passive
2,1,48,1,idle
32,2,67,26,studying
26,2,99,11,studying
1,1,34,2,idle
2,0,3,1,idle
15,2,66,46,studying
2,1,51,0,idle
0,0,0,0,idle
3,1,54,9,passive
30,2,94,40,studying
4,1,64,6,passive
16,2,86,12,studying
4,1,51,5,passive
19,2,98,38,studying
0,2,10,1,passive
2,1,64,7,passive
4,1,61,5,passive
0,0,44,0,idle
1,1,59,10,passive
3,1,47,4,passive
1000,0,10,0,idle
3,1,58,8,passive
2,0,23,2,idle
5,1,56,3,passive
1,1,34,1,idle
11,2,80,6,studying
0,0,38,1,idle
1,1,40,1,idle
3,1,57,7,passive
0,1,17,1,idle
33,2,71,45,studying
2,0,23,2,idle
5,1,54,2,passive
41,2,67,41,studying
2,1,500,5,studying
0,1,51,1,idle
-5,1,50,5,passive
42,2,66,46,studying
0,1,33,2,idle
5000,2,100,200,studying
35,2,93,40,studying
2,1,500,5,studying
5,1,64,7,passive
0,1,25,2,idle
5000,2,100,200,studying
1,0,21,0,idle
25,2,91,41,studying
1,1,62,9,passive
-5,1,50,5,passive
10,2,100,40,studying
3,1,69,5,passive
5,1,42,2,passive
29,2,96,44,studying
5,1,65,10,passive
27,2,89,31,studying
1,1,38,0,idle
1000,0,10,0,idle
4,1,48,10,passive
3,1,57,7,passive
0,0,20,100,passive
0,0,0,0,idle
2,1,500,5,studying
4,1,58,2,passive
5000,2,100,200,studying
1000,0,10,0,idle
2,1,15,2,idle
2,1,27,1,idle
4,1,50,3,passive
31,2,76,12,studying
0,0,0,0,idle
0,0,42,1,idle
1000,0,10,0,idle
-5,1,50,5,passive
0,2,10,1,passive
0,0,0,0,idle
1,0,56,2,idle
-5,1,50,5,passive
2,1,59,0,idle
21,2,75,38,studying
4,1,67,6,passive
12,2,99,48,studying
16,2,60,14,studying
1,1,36,2,idle
0,1,6,2,idle
2,1,500,5,studying
2,1,500,5,studying
2,1,7,0,idle
1,0,36,1,idle
0,0,8,1,idle
5,1,42,4,passive
2,0,57,1,idle
1,1,63,6,passive
2,0,0,2,idle
5,1,63,10,passive
2,1,53,10,passive
5,2,80,36,studying
3,1,70,8,passive
41,2,71,36,studying
1000,0,10,0,idle
19,2,63,26,studying
25,2,76,47,studying
3,1,45,3,passive
4,1,51,5,passive
5000,2,100,200,studying
1,0,41,1,idle
4,1,45,8,passive
1000,0,10,0,idle
43,2,84,17,studying
0,1,3,1,idle
1,1,43,0,idle
48,2,67,48,studying
2,0,57,2,idle
2,0,4,0,idle
2,1,59,5,passive
5,1,47,7,passive
1,1,49,4,passive
0,2,10,1,passive
2,1,48,1,idle
0,0,0,0,idle
38,2,99,48,studying
43,2,67,29,studying
45,2,69,42,studying
0,1,11,2,idle
1000,0,10,0,idle
5000,2,100,200,studying
18,2,98,13,studying
1,1,62,10,passive
14,2,92,19,studying
31,2,87,36,studying
45,2,84,28,studying
8,2,63,42,studying
0,0,20,100,passive
2,1,63,9,passive
1,1,57,3,passive
1,1,61,3,passive
2,1,8,2,idle
3,1,57,4,passive
0,1,13,0,idle
1,1,16,2,idle
1,1,58,5,passive
27,2,92,36,studying
13,2,60,40,studying
19,2,96,42,studying
2,0,39,1,idle
2,1,64,4,passive
2,1,500,5,studying
2,1,20,1,idle
15,2,65,37,studying
2,1,56,2,idle
2,1,500,5,studying
50,2,69,15,studying
2,1,11,2,idle
4,2,97,28,studying
2,1,29,1,idle
2,1,500,5,studying
46,2,93,50,studying
1000,0,10,0,idle
28,2,96,17,studying
0,1,32,0,idle
1,1,31,2,idle
0,0,1,0,idle
3,1,40,5,passive
2,1,12,2,idle
39,2,91,7,studying
1,1,53,2,idle
2,1,10,1,idle
1,0,43,0,idle
2,1,500,5,studying
1,0,35,1,idle
0,0,20,100,passive
38,2,90,12,studying
3,1,66,7,passive
2,0,36,1,idle
0,0,28,0,idle
17,2,78,40,studying
1,0,30,1,idle
2,1,45,3,passive
4,1,60,6,passive
48,2,92,33,studying
1,1,48,1,idle
0,1,55,2,idle
0,0,58,0,idle
12,2,95,44,studying
1,1,63,6,passive
1,1,13,0,idle
46,2,87,46,studying
3,1,67,5,passive
2,1,500,5,studying
5,1,66,6,passive
0,2,10,1,passive
28,2,68,36,studying
29,2,100,18,studying
4,1,40,9,passive
2,1,42,4,passive
2,1,64,9,passive
2,1,56,6,passive
-5,1,50,5,passive
19,2,75,22,studying
14,2,61,11,studying
0,0,20,100,passive
-5,1,50,5,passive
3,1,45,6,passive
3,1,44,2,passive
2,1,16,2,idle
0,0,0,0,idle
5,2,99,16,studying
3,1,50,3,passive
0,0,21,0,idle
1,1,56,1,idle
0,0,20,100,passive
4,1,55,2,passive
0,0,0,0,idle
2,0,0,1,idle
0,0,51,0,idle
1000,0,10,0,idle
1000,0,10,0,idle
47,2,70,26,studying
1000,0,10,0,idle
36,2,100,24,studying
4,1,59,5,passive
29,2,61,13,studying
0,2,10,1,passive
1,1,58,0,idle
3,1,64,10,passive
1,1,40,6,passive
48,2,69,13,studying
1,0,60,0,idle
39,2,96,11,studying
1,1,58,8,passive
2,1,2,1,idle
25,2,76,48,studying
1000,0,10,0,idle
1,0,18,1,idle
0,2,10,1,passive
2,1,17,2,idle
28,2,74,23,studying
42,2,87,25,studying
1,1,50,2,passive
29,2,77,39,studying
0,0,8,1,idle
2,1,500,5,studying
2,1,500,5,studying
2,1,65,8,passive
5,1,50,6,passive
1,0,9,0,idle
3,1,59,4,passive
4,1,58,8,passive
1,0,46,2,idle
2,1,43,8,passive
47,2,84,14,studying
0,1,8,0,idle
24,2,95,28,studying
19,2,93,50,studying
11,2,95,34,studying
2,0,56,0,idle
46,2,89,47,studying
1000,0,10,0,idle
0,0,60,0,idle
1000,0,10,0,idle
1,0,54,0,idle
1,1,41,10,passive
0,0,0,0,idle
46,2,73,42,studying
12,2,84,13,studying
2,0,6,1,idle
15,2,76,16,studying
7,2,69,9,studying
1,0,2,0,idle
1,1,4,1,idle
14,2,64,11,studying
1,1,49,8,passive
0,2,10,1,passive
4,1,64,5,passive
24,2,78,11,studying
0,2,10,1,passive
0,0,20,100,passive
1000,0,10,0,idle
25,2,76,12,studying
2,0,1,2,idle
5000,2,100,200,studying
0,0,0,0,idle
0,1,40,2,idle
2,1,43,8,passive
11,2,61,13,studying
0,0,20,100,passive
5,2,78,16,studying
17,2,90,21,studying
3,2,94,39,studying
3,1,65,9,passive
0,0,20,100,passive
47,2,71,42,studying
0,0,13,1,idle
1,1,16,2,idle
0,2,10,1,passive
1000,0,10,0,idle
-5,1,50,5,passive
4,1,49,5,passive
5000,2,100,200,studying
1,0,34,0,idle
4,1,43,3,passive
38,2,65,13,studying
49,2,91,35,studying
35,2,67,41,studying
3,1,66,10,passive
6,2,66,50,studying
27,2,83,10,studying
1,1,64,8,passive
46,2,69,21,studying
2,0,7,0,idle
2,0,41,0,idle
4,1,56,8,passive
10,2,82,44,studying
4,1,65,2,passive
35,2,90,8,studying
3,1,53,6,passive
2,1,500,5,studying
24,2,91,30,studying
4,1,60,2,passive
45,2,79,44,studying
0,1,36,1,idle
2,0,59,0,idle
4,1,65,5,passive
1,0,18,2,idle
35,2,71,49,studying
2,1,58,2,passive
0,0,28,0,idle
2,1,16,1,idle
14,2,81,34,studying
0,0,0,0,idle
1,1,34,1,idle
4,1,65,6,passive
2,1,26,2,idle
2,0,2,2,idle
18,2,87,34,studying
22,2,77,10,studying
14,2,72,27,studying
1,1,59,0,idle
44,2,64,16,studying
0,2,10,1,passive
1,1,51,0,idle
2,1,36,2,idle
41,2,74,37,studying
1000,0,10,0,idle
0,0,35,1,idle
5000,2,100,200,studying
34,2,64,7,studying
34,2,83,44,studying
4,1,67,4,passive
2,1,43,2,idle
14,2,72,43,studying
32,2,97,31,studying
1000,0,10,0,idle
41,2,76,26,studying
21,2,89,40,studying
40,2,81,14,studying
3,1,46,3,passive
5000,2,100,200,studying
50,2,68,23,studying
5000,2,100,200,studying
-5,1,50,5,passive
0,0,0,2,idle
33,2,75,16,studying
0,0,20,100,passive
11,2,85,43,studying
34,2,91,25,studying
4,1,69,6,passive
0,0,20,100,passive
3,1,50,5,passive
10,2,67,10,studying
4,2,91,37,studying
4,1,54,2,passive
2,1,69,10,passive
0,0,20,100,passive
1,0,25,2,idle
3,1,52,5,passive
1,1,57,9,passive
0,1,28,1,idle
1,1,54,6,passive
1,1,66,6,passive
2,0,53,0,idle
1000,0,10,0,idle
3,1,68,2,passive
2,1,500,5,studying
16,2,66,45,studying
5,1,44,2,passive
5000,2,100,200,studying
0,0,60,2,idle
1,1,33,1,idle
1,1,30,1,idle
5000,2,100,200,studying
5000,2,100,200,studying
4,1,67,6,passive
5,1,43,5,passive
5,1,54,4,passive
40,2,95,15,studying
0,0,56,2,idle
2,1,69,3,passive
0,1,29,2,idle
1,1,32,0,idle
0,0,20,100,passive
0,1,33,2,idle
0,0,20,100,passive
1,0,21,0,idle
5,1,67,8,passive
0,1,27,0,idle
24,2,87,25,studying
2,0,56,1,idle
0,1,58,2,idle
36,2,60,43,studying
0,0,0,0,idle
0,0,19,0,idle
5,1,42,9,passive
41,2,81,49,studying
35,2,62,38,studying
8,2,79,26,studying
3,1,42,6,passive
1,0,49,1,idle
-5,1,50,5,passive
2,1,9,0,idle
3,1,59,3,passive
1,1,21,2,idle
5,1,49,4,passive
5,1,59,9,passive
3,1,53,5,passive
0,1,56,2,idle
3,1,59,9,passive
35,2,63,42,studying
-5,1,50,5,passive
43,2,84,35,studying
4,1,59,9,passive
11,2,96,31,studying
0,0,20,100,passive
3,1,54,5,passive
0,0,0,0,idle
0,0,0,0,idle
11,2,92,27,studying
32,2,71,43,studying
3,1,43,8,passive
32,2,75,21,studying
4,1,57,4,passive
-5,1,50,5,passive
3,2,94,9,studying
30,2,69,50,studying
0,0,3,1,idle
5000,2,100,200,studying
0,0,20,100,passive
5,1,41,6,passive
2,0,8,2,idle
2,1,66,5,passive
40,2,66,17,studying
0,1,54,2,idle
0,0,18,1,idle
19,2,69,26,studying
4,1,45,8,passive
0,0,0,0,idle
0,0,4,2,idle
5,1,40,10,passive
0,1,34,2,idle
1,1,44,10,passive
23,2,72,42,studying
2,0,7,1,idle
2,1,500,5,studying
5000,2,100,200,studying
22,2,67,29,studying
40,2,67,18,studying
0,0,4,1,idle
0,0,20,100,passive
2,1,52,10,passive
1,1,48,8,passive
2,0,54,1,idle
1,1,14,0,idle
1,1,62,5,passive
2,1,500,5,studying
0,0,0,0,idle
2,0,22,1,idle
0,0,20,100,passive
0,1,37,2,idle
1,1,65,9,passive
1,1,55,0,idle
2,1,60,5,passive
2,1,56,5,passive
18,2,79,45,studying
2,1,500,5,studying
4,1,54,5,passive
2,1,39,1,idle
10,2,96,14,studying
4,1,59,8,passive
2,1,45,9,passive
7,2,77,7,studying
5,1,48,9,passive
19,2,66,43,studying
1,1,48,0,idle
2,1,10,2,idle
24,2,60,19,studying
2,1,29,2,idle
21,2,81,48,studying
1,1,58,7,passive
3,1,55,5,passive
0,1,27,2,idle
2,1,45,8,passive
9,2,98,23,studying
0,0,54,2,idle
38,2,80,26,studying
4,1,68,10,passive
25,2,86,14,studying
5000,2,100,200,studying
3,1,70,8,passive
12,2,77,22,studying
30,2,61,45,studying
0,0,29,1,idle
10,2,78,34,studying
2,1,36,0,idle
31,2,70,27,studying
9,2,60,40,studying
1,1,51,4,passive
0,0,39,2,idle
7,2,61,47,studying
1,0,20,0,idle
19,2,87,50,studying
1,1,12,0,idle
5,2,76,38,studying
27,2,84,38,studying
-5,1,50,5,passive
36,2,99,49,studying
41,2,90,48,studying
2,1,61,9,passive
0,0,24,0,idle
1000,0,10,0,idle
1,1,25,1,idle
1,1,49,4,passive
4,1,56,2,passive
1,1,59,5,passive
2,1,52,1,idle
-5,1,50,5,passive
0,2,10,1,passive
2,1,44,10,passive
2,1,500,5,studying
3,1,57,8,passive
0,1,55,1,idle
1000,0,10,0,idle
2,1,70,2,passive
2,0,49,2,idle
0,0,0,0,idle
4,2,78,30,studying
5,1,45,10,passive
2,1,500,5,studying
5,1,44,7,passive
2,1,48,9,passive
9,2,69,31,studying
1,1,42,1,idle
1,1,20,2,idle
1,1,1,2,idle
0,0,0,0,idle
38,2,97,12,studying
0,0,20,100,passive
2,1,500,5,studying
1,0,9,2,idle
26,2,83,47,studying
16,2,64,50,studying
2,0,16,0,idle
5,1,69,7,passive
1,0,17,0,idle
1,1,57,1,idle
1,1,43,3,passive
18,2,86,41,studying
25,2,86,44,studying
5,1,64,4,passive
1,0,45,0,idle
2,1,68,9,passive
1000,0,10,0,idle
2,0,52,1,idle
2,0,0,1,idle
22,2,86,48,studying
0,2,10,1,passive
2,1,35,1,idle
1,1,49,3,passive
1,1,2,2,idle
3,1,50,9,passive
1,1,70,7,passive
0,0,20,100,passive
3,1,51,4,passive
3,1,60,4,passive
2,1,63,6,passive
1,1,29,2,idle
35,2,86,11,studying
2,0,28,2,idle
1,1,55,7,passive
2,1,18,1,idle
1,1,29,1,idle
0,2,10,1,passive
1,0,54,2,idle
2,0,53,2,idle
4,1,41,5,passive
0,0,0,0,idle
1,0,11,2,idle
2,0,54,2,idle
22,2,90,16,studying
1,0,42,2,idle
2,1,500,5,studying
0,0,30,1,idle
1000,0,10,0,idle
25,2,78,9,studying
3,1,57,3,passive
1,0,38,2,idle
19,2,96,5,studying
0,1,19,0,idle
2,0,2,1,idle
18,2,78,14,studying
1000,0,10,0,idle
44,2,74,48,studying
36,2,95,10,studying
0,0,50,0,idle
47,2,88,13,studying
2,0,3,0,idle
39,2,99,18,studying
1,1,57,1,idle
33,2,65,42,studying
2,0,10,0,idle
38,2,62,17,studying
1,0,22,1,idle
1000,0,10,0,idle
2,1,52,6,passive
5,1,56,2,passive
1,1,35,2,idle
2,1,500,5,studying
2,1,500,5,studying
16,2,91,29,studying
0,0,20,100,passive
4,1,41,4,passive
0,0,0,0,idle
0,1,53,1,idle
3,1,57,5,passive
1,1,54,0,idle
0,2,10,1,passive
0,0,20,100,passive
5,1,58,10,passive
1,1,12,0,idle
39,2,91,49,studying
1000,0,10,0,idle
38,2,94,34,studying
0,1,14,2,idle
-5,1,50,5,passive
5000,2,100,200,studying
5,1,58,2,passive
0,0,0,0,idle
1000,0,10,0,idle
0,0,48,1,idle
14,2,73,9,studying
31,2,68,41,studying
0,1,46,0,idle
-5,1,50,5,passive
45,2,93,9,studying
1000,0,10,0,idle
0,0,28,1,idle
27,2,60,15,studying
42,2,60,15,studying
2,0,40,1,idle
47,2,71,31,studying
2,1,43,2,idle
1,0,3,1,idle
1,1,50,7,passive
5,1,45,5,passive
1,1,14,0,idle
5,1,62,8,passive
6,2,80,22,studying
2,1,69,9,passive
47,2,84,29,studying
10,2,89,8,studying
18,2,94,7,studying
0,1,56,1,idle
4,2,82,27,studying
0,0,45,1,idle
2,1,67,3,passive
45,2,94,42,studying
4,1,64,7,passive
1,0,13,1,idle
2,1,69,7,passive
2,1,500,5,studying
5,1,43,4,passive
16,2,97,36,studying
1,0,33,1,idle
0,1,3,0,idle
5000,2,100,200,studying
5000,2,100,200,studying
1,0,57,1,idle
0,0,47,2,idle
